timestamp,target_steer,target_accel,target_brake,target_gear,angle,gear,rpm,speedX,speedY,speedZ,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,trackPos,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3
43.835880279541016,0.028735972526483237,0.0,0.9999847412109375,5,0.00996113,5.0,14360.8,225.135,0.283865,6.16049,8.84593,19.5879,31.2498,84.7839,80.0893,77.4311,75.9119,74.5166,73.4782,72.4013,71.2819,70.1152,68.39,66.2585,61.5754,44.0804,26.6839,17.3377,8.13258,-0.032067,158.326,153.2,189.445,190.745
43.85347294807434,0.031246640466159832,0.0,0.9999847412109375,5,0.00955486,5.0,14153.6,221.982,0.24372,6.10832,8.85758,19.598,31.2412,83.4386,78.7867,76.1615,74.6641,73.2909,72.2703,71.2132,70.1159,68.9739,67.2893,65.2156,60.7046,44.1339,26.6832,17.3254,8.12079,-0.0338548,150.955,145.038,186.743,187.965
43.87617063522339,0.032000115595587214,0.0,0.9999847412109375,5,0.00889373,5.0,13937.7,218.895,0.156617,6.03921,8.86611,19.5912,31.1905,82.1319,77.5263,74.9358,73.4614,72.1112,71.109,70.0723,68.9977,67.8813,66.2381,64.2229,59.8816,44.2775,26.7158,17.3273,8.11183,-0.0355475,142.903,136.169,183.93,185.091
43.89826774597168,0.032738457761611786,0.0,0.9999847412109375,5,0.00813985,5.0,13724.4,215.87,0.0578871,5.94983,8.87305,19.5775,31.1235,80.8494,76.2911,73.7358,72.2843,70.9571,69.9733,68.9569,67.9048,66.8135,65.211,63.2528,59.0724,44.4581,26.7623,17.3354,8.10433,-0.0371531,134.099,126.521,181.093,182.259
43.91614508628845,0.04167416751896962,0.0,0.9999847412109375,5,0.00742698,5.0,13519.8,212.894,-0.0254345,5.85706,8.87993,19.5652,31.0616,79.5798,75.0679,72.5469,71.1177,69.8129,68.8469,67.8501,66.8198,65.7527,64.189,62.2848,58.2531,44.6291,26.8055,17.3424,8.09692,-0.0387081,124.611,116.16,178.378,179.558
43.93430471420288,0.04480355618655681,0.0,0.9999847412109375,5,0.00680923,5.0,13316.0,209.967,-0.0780355,5.75829,8.88673,19.5565,31.0114,78.3192,73.8522,71.3645,69.9569,68.6736,67.7248,66.7468,65.7373,64.6932,63.1664,61.313,57.4184,44.7741,26.8404,17.3466,8.08965,-0.0401554,114.539,105.204,175.664,176.879
43.95289182662964,0.05047379102822393,0.0,0.9999847412109375,5,0.00630307,5.0,13112.3,207.083,-0.106777,5.65399,8.8938,19.5528,30.9757,77.0659,72.6425,70.1869,68.8001,67.5375,66.6051,65.6452,64.6556,63.6335,62.1418,60.3363,56.5681,44.8858,26.8642,17.347,8.08221,-0.0415173,103.978,93.7753,172.945,174.212
43.97802376747131,0.06744056088527044,0.0,0.9999847412109375,5,0.0059216,5.0,12908.4,204.235,-0.111614,5.54655,8.90114,19.5543,30.9559,75.8191,71.4377,69.0132,67.6464,66.4038,65.4873,64.5447,63.5741,62.573,61.1146,59.3544,55.7035,44.9594,26.8756,17.343,8.07462,-0.0427787,93.043,82.0176,170.216,171.545
43.997007608413696,0.09050333038285374,0.0,0.9999847412109375,5,0.00563288,5.0,12704.6,201.408,-0.0961728,5.44292,8.90865,19.5598,30.9478,74.5811,70.2408,67.8465,66.4993,65.276,64.3748,63.449,62.4967,61.5159,60.0894,58.3722,54.8314,44.9026,26.8778,17.3358,8.06692,-0.0439643,81.9533,70.137,167.487,168.882
44.01501798629761,0.13728753054066561,0.0,0.9999847412109375,4,0.00536966,5.0,12492.7,198.603,-0.074276,5.3344,8.91556,19.565,30.9406,73.3574,69.0581,66.6938,65.3658,64.1616,63.2754,62.3661,61.4318,60.4706,59.0751,57.3996,53.9635,44.6836,26.8797,17.3291,8.05985,-0.0450512,70.8154,58.2309,164.625,166.144
44.03708052635193,0.17547222833962492,0.0,0.8596091005342124,4,0.00507164,4.0,13830.3,195.82,-0.0543852,5.2398,8.92155,19.5668,30.9262,72.1523,67.8944,65.5601,64.2513,63.066,62.1949,61.3017,60.3851,59.4434,58.0784,56.4435,53.1082,44.3759,26.8877,17.3253,8.05363,-0.0460688,59.6672,46.3227,163.192,164.259
44.055716037750244,0.21892851158664253,0.0,0.8248446044088059,4,0.00469804,4.0,13778.9,193.134,-0.0453823,5.15833,8.92609,19.5626,30.8979,70.9687,66.7531,64.449,63.1595,61.9932,61.1369,60.26,59.361,58.4384,57.1035,55.5085,52.2708,44.0169,26.9077,17.327,8.04878,-0.0469963,53.2955,39.1995,162.854,163.498
44.076817750930786,0.25607816999537564,0.0,0.7951253311688605,4,0.00424433,4.0,13521.6,190.551,-0.0461589,5.09048,8.92916,19.5521,30.8552,69.8062,65.6336,63.36,62.0897,60.9424,60.101,59.2401,58.3587,57.4551,56.1498,54.5939,51.4507,43.6221,26.9402,17.3342,8.04531,-0.0478353,48.015,33.1745,160.473,161.231
44.09693431854248,0.34908531011380256,0.0,0.720720754415185,4,0.0037353,4.0,13309.9,187.96,-0.0556827,5.02814,8.93097,19.5368,30.802,68.6625,64.5333,62.2902,61.0393,59.9108,59.0841,58.2392,57.375,56.4902,55.214,53.6962,50.6442,43.1969,26.9823,17.3459,8.04303,-0.0485864,43.4527,27.9383,157.757,158.823
44.115029096603394,0.3972997949654236,0.0,0.6821497550896114,4,0.00321364,4.0,13174.0,185.412,-0.0613105,4.96588,8.93192,19.5192,30.7446,67.5344,63.4488,61.236,60.0041,58.8942,58.0821,57.2528,56.4055,55.5391,54.2913,52.8105,49.846,42.7421,27.0287,17.3598,8.0416,-0.0492481,41.0449,24.9259,156.095,157.208
44.13606238365173,0.4335484769106532,0.0,0.653151252022221,4.0,0.00266218,4.0,13034.3,182.94,-0.0652778,4.90289,8.9318,19.4982,30.6804,66.4227,62.3807,60.1981,58.9852,57.8937,57.0959,56.2822,55.4515,54.603,53.3829,51.9381,49.0579,42.267,27.0817,17.3769,8.04119,-0.0498173,39.5948,22.912,154.477,155.502
44.1545946598053,0.43977687595641857,0.0,0.6481686088158705,4.0,0.0020771,4.0,12887.7,180.54,-0.0705782,4.83645,8.93048,19.4734,30.6086,65.3272,61.3291,59.1766,57.9825,56.9093,56.1257,55.3271,54.5128,53.682,52.4891,51.0793,48.2803,41.7769,27.1423,17.3978,8.04196,-0.0502793,38.7229,21.5011,152.766,153.73
44.17772340774536,0.4458677311899233,0.0,0.6432959989803267,4.0,0.0014677,4.0,12724.3,178.193,-0.0779015,4.76877,8.92817,19.4457,30.5309,64.2469,60.2927,58.1702,56.9947,55.9395,55.1699,54.3863,53.5881,52.7746,51.6082,50.2325,47.5116,41.2736,27.2089,17.4216,8.04371,-0.0506492,37.6567,19.8859,150.863,151.755
44.19780421257019,0.45185218460639626,0.0,0.6385085092995583,4.0,0.000861883,4.0,12558.1,175.887,-0.0841066,4.69814,8.92499,19.4162,30.4512,63.1796,59.2692,57.1763,56.0192,54.9818,54.226,53.4571,52.6747,51.878,50.7374,49.3949,46.7491,40.7567,27.2785,17.4474,8.04634,-0.0509133,36.4162,18.0908,148.912,149.758
44.21589136123657,0.4577561878685281,0.0,0.601474751607724,4.0,0.000279188,4.0,12392.3,173.612,-0.0868481,4.62693,8.92132,19.3867,30.3728,62.1234,58.2565,56.193,55.054,54.0341,53.2917,52.5373,51.7703,50.9901,49.8747,48.5641,45.9906,40.2262,27.348,17.4735,8.04949,-0.0510939,35.0277,16.1473,146.952,147.776
44.23466491699219,0.4635563844798971,0.0,0.38735612112574014,4.0,-0.00026989,4.0,12255.0,171.377,-0.0841007,4.55605,8.91718,19.3574,30.297,61.0776,57.254,55.2195,54.0983,53.0956,52.3665,51.6262,50.8742,50.1102,49.0192,47.7397,45.2355,39.6836,27.4161,17.4998,8.05314,-0.051184,34.7095,15.3093,145.326,146.122
44.257264852523804,0.4282510204699635,0.0,0.0,4.0,-0.000801325,4.0,12261.1,169.274,-0.0706621,4.49046,8.9124,19.3275,30.2214,60.043,56.2625,54.2566,53.1532,52.1674,51.4513,50.7248,49.9876,49.2393,48.1722,46.9229,44.4856,39.133,27.4851,17.5269,8.05748,-0.0511778,41.5295,21.7067,145.457,146.065
44.27739238739014,0.4008142384390036,0.0,0.0,4.0,-0.00142622,4.0,12385.1,167.526,-0.0434083,4.43354,8.90593,19.2906,30.1335,59.0258,55.2889,53.3118,52.226,51.2571,50.5539,49.8413,49.1187,48.386,47.3423,46.1226,43.7505,38.5871,27.5696,17.5609,8.06344,-0.0510702,61.29,41.0888,147.068,147.373
44.29548168182373,0.35861084138914945,0.0,0.0,4,-0.00245667,4.0,12285.5,166.028,-0.0258433,4.38822,8.89473,19.2289,30.0762,58.0448,54.3537,52.4065,51.3388,50.3871,49.6972,48.9985,48.2908,47.5738,46.5538,45.3638,43.0565,38.0766,27.712,17.6184,8.07387,-0.050826,80.3363,59.8057,145.993,146.125
44.31257724761963,0.35401552246944984,0.0,0.0,4,-0.00421357,4.0,12180.1,164.602,-0.0535687,4.34648,8.8754,19.1238,30.045,57.1208,53.4788,51.563,50.5141,49.5805,48.9042,48.22,47.5275,46.8267,45.8309,44.6711,42.429,37.6294,27.9592,17.7179,8.09201,-0.0503736,98.3598,77.5621,144.971,144.637
44.33312177658081,0.2999337387857958,0.0,0.0,4,-0.00712585,4.0,12079.1,163.244,-0.137543,4.30071,8.84371,18.9524,29.9373,56.2803,52.6922,50.81,49.7813,48.8666,48.2047,47.5355,46.859,46.1749,45.2041,44.0753,41.8995,37.2781,28.2876,17.885,8.12214,-0.0496418,115.079,94.2799,144.102,143.1
44.354981899261475,0.2561073708812892,0.0,0.0,4,-0.0117095,4.0,11982.8,161.964,-0.323757,4.24562,8.79446,18.6889,29.5294,55.5546,52.0263,50.1807,49.1735,48.2789,47.6323,46.979,46.3192,45.6526,44.7078,43.6109,41.5027,37.0582,28.6614,18.154,8.16995,-0.0485023,130.153,110.07,143.155,141.752
44.37322449684143,0.2576518929865211,0.0,0.0,4,-0.0185311,4.0,11894.0,160.83,-0.616734,4.17518,8.72201,18.3091,28.574,54.9756,51.5141,49.7082,48.7242,47.8512,47.2206,46.5842,45.9419,45.2936,44.3757,43.3119,41.2725,37.0029,29.1321,18.5699,8.24258,-0.0467698,141.608,124.657,142.359,140.427
44.39741086959839,0.25882186167117205,0.0,0.0,4,-0.0287709,4.0,11821.4,159.971,-1.09622,4.09061,8.61594,17.7667,26.9999,54.6105,51.2257,49.4638,48.5053,47.6557,47.0425,46.4242,45.8006,45.1717,44.2822,43.2528,41.2843,37.1889,29.7918,19.2295,8.35411,-0.044188,146.353,136.195,141.887,139.15
44.41631317138672,0.2596363451093808,0.0,0.0,4,-0.04263,4.0,11767.7,159.373,-1.8728,3.99633,8.47499,17.0766,25.183,54.4589,51.1589,49.4449,48.5134,47.6886,47.0938,46.4943,45.8902,45.2814,44.4211,43.4267,41.5294,37.6033,30.6263,20.2028,8.51261,-0.0404447,147.477,141.918,141.66,138.078
44.437203884124756,0.26026287083107974,0.0,0.0,4,-0.0587676,4.0,11726.8,158.913,-2.87006,3.88525,8.31134,16.3243,23.4638,54.4256,51.2127,49.5469,48.6426,47.8425,47.2658,46.685,46.1,45.5108,44.679,43.7184,41.8891,38.1204,31.5055,21.4789,8.71215,-0.0353396,147.588,143.277,141.447,137.308
44.456838607788086,0.29383545842840336,0.0,0.0,4,-0.0758464,4.0,11690.1,158.483,-3.93575,3.75554,8.13638,15.5767,21.9332,54.4249,51.2954,49.676,48.7978,48.0211,47.4618,46.8986,46.3317,45.761,44.9558,44.0269,42.2606,38.6345,32.3296,22.978,8.94453,-0.0287828,147.373,143.3,141.144,136.74
44.4740149974823,0.30828343308181505,0.0941162109375,0.0,4,-0.0931818,4.0,11654.6,158.045,-4.94597,3.62177,7.95524,14.8598,20.5494,54.4512,51.364,49.7884,48.9347,48.1801,47.6369,47.0902,46.5401,45.9867,45.2063,44.3066,42.598,39.1008,33.0641,24.2915,9.20617,-0.0207011,146.942,142.911,140.768,136.272
44.4946129322052,0.3673151163917128,0.5215606689453125,0.0,4,-0.110463,4.0,11682.6,157.637,-5.89349,3.47317,7.76954,14.1791,19.2895,54.504,51.4017,49.8673,49.0365,48.3025,47.7744,47.2431,46.7087,46.1712,45.4137,44.541,42.8855,39.5053,33.7043,25.393,9.49666,-0.0110078,146.455,142.444,140.945,136.73
44.51469326019287,0.3751679288087537,0.6470489501953125,0.0,4,-0.127384,4.0,12028.8,157.534,-6.77519,3.31805,7.58094,13.5382,18.1491,54.5634,51.3924,49.8964,49.0868,48.3721,47.858,47.341,46.8211,46.2984,45.5622,44.7144,43.1078,39.8344,34.2434,26.3163,9.81429,0.00031662,145.891,141.914,142.92,142.92
44.534735918045044,0.37508216099071007,0.7019500732421875,0.0,4,-0.143619,4.0,12153.7,157.578,-7.54925,3.16852,7.39074,12.9391,17.1219,54.6047,51.3304,49.8588,49.0691,48.3722,47.8711,47.3673,46.8609,46.352,45.6354,44.8107,43.2491,40.0737,34.6723,27.0766,10.1563,0.0132973,145.495,141.582,144.389,144.389
44.55533194541931,0.37485019802827385,0.6588134765625,0.0,4,-0.15918,4.0,12241.2,157.697,-8.22184,3.02189,7.19817,12.3743,16.1861,22.5799,51.2473,49.7591,48.9878,48.3075,47.8185,47.327,46.8332,46.3371,45.6387,44.8355,43.3158,40.231,35.0031,27.7007,10.5235,0.0279474,145.251,141.421,145.437,145.437
44.573401927948,0.37458119896259157,0.1607818603515625,0.0,4,-0.174017,4.0,12239.3,157.835,-8.7624,2.88763,7.00283,11.839,15.3271,20.4833,51.1392,49.6101,48.844,48.1791,47.7015,47.2215,46.7395,46.2553,45.574,44.7908,43.3102,40.3099,35.2421,28.2046,10.9159,0.0442815,145.102,141.376,145.443,145.443
44.59850215911865,0.37469425654092187,0.0,0.0,4,-0.187927,4.0,11840.3,157.777,-9.08091,2.7627,6.80484,11.3317,14.5377,18.979,50.9912,49.4236,48.6398,47.9807,47.5136,47.0445,46.5734,46.1004,45.4351,44.6707,43.2267,40.3054,35.3868,28.5926,11.3305,0.0623368,144.975,141.389,141.958,139.666
44.613471031188965,0.3754115873827413,0.0,0.0,4,-0.200777,4.0,11630.1,157.409,-9.17733,2.63033,6.60403,10.8497,13.8092,17.7549,50.7937,49.1915,48.3909,47.719,47.2546,46.7955,46.3347,45.8722,45.2219,44.4751,43.0655,40.2184,35.44,28.8719,11.7647,0.0821269,144.729,141.342,139.907,136.627
44.63705492019653,0.37634723630685357,0.0,0.0,4,-0.213273,4.0,11564.7,156.929,-9.2075,2.49254,6.39701,10.3764,13.1103,16.6575,50.59,48.9536,48.1365,47.4512,46.9777,46.5171,46.0655,45.6129,44.9769,44.2469,42.87,40.0936,35.4473,29.0901,12.2302,0.103617,144.373,141.155,139.175,135.741
44.65569019317627,0.3773140735284363,0.0,0.0,4,-0.225786,4.0,11522.7,156.433,-9.21654,2.365,6.18232,9.90448,12.4267,15.6307,50.4045,48.7322,47.8981,47.1987,46.7157,46.246,45.7891,45.3436,44.7213,44.0074,42.662,39.9528,35.4319,29.2714,12.7355,0.126787,143.963,140.846,138.682,135.228
44.67707705497742,0.3553643337760896,0.0,0.0,4,-0.238585,4.0,11483.7,155.935,-9.27305,2.22533,5.95915,9.42985,11.7507,14.6471,50.2563,48.5449,47.6921,46.9774,46.4841,46.0045,45.5382,45.0846,44.4691,43.7707,42.4554,39.8108,35.4087,29.4319,13.2889,0.15163,143.542,140.456,138.252,134.729
44.69718289375305,0.27816105993837126,0.0,0.0,4,-0.251769,4.0,11445.6,155.438,-9.39404,2.07763,5.72752,8.952,11.0806,13.6977,17.7555,48.3999,47.5263,46.7948,46.2901,45.7996,45.3228,44.8592,44.2315,43.5412,42.2549,39.672,35.3828,29.5778,13.8622,0.178133,143.195,140.09,137.845,134.228
